unit_id,building_id,unit_number,listing_url,bedrooms,bathrooms,sqft,base_rent,concession_value_total,lease_term_months,available_date,application_fee,admin_fee,security_deposit,parking_cost,pet_rent,estimated_utilities,balcony,in_unit_laundry,dishwasher,central_ac,natural_light,closet_storage,exact_unit_shown,exposure,nearest_noise_source,net_effective_rent,true_monthly_cost,tour_status,notes,last_updated
archer_hollywood--218,archer_hollywood,218,https://www.apartments.com/archer-hollywood-los-angeles-ca/zrmncdx/,1,1,667,2350,,,2026-04-05,58,,1000,,,,unknown,yes,yes,yes,unknown,unknown,unknown,,,,,,"Official Archer site advertised specials but did not expose a parsed exact unit table. Exact unit rows came from Apartments.com live inventory, with RentCafe used to corroborate application fee, deposit, and core unit amenities. No exact unit-level concession amount was isolated.",2026-04-05
archer_hollywood--318,archer_hollywood,318,https://www.apartments.com/archer-hollywood-los-angeles-ca/zrmncdx/,1,1,667,2360,,,2026-04-05,58,,1000,,,,unknown,yes,yes,yes,unknown,unknown,unknown,,,,,,"Official Archer site advertised specials but did not expose a parsed exact unit table. Exact unit rows came from Apartments.com live inventory, with RentCafe used to corroborate application fee, deposit, and core unit amenities. No exact unit-level concession amount was isolated.",2026-04-05
archer_hollywood--107,archer_hollywood,107,https://www.apartments.com/archer-hollywood-los-angeles-ca/zrmncdx/,1,1,645,2440,,,2026-04-05,58,,1000,,,,unknown,yes,yes,yes,unknown,unknown,unknown,,,,,,"Official Archer site advertised specials but did not expose a parsed exact unit table. Exact unit rows came from Apartments.com live inventory, with RentCafe used to corroborate application fee, deposit, and core unit amenities. No exact unit-level concession amount was isolated.",2026-04-05
archer_hollywood--215,archer_hollywood,215,https://www.apartments.com/archer-hollywood-los-angeles-ca/zrmncdx/,1,1,674,2495,,,2026-04-05,58,,1000,,,,unknown,yes,yes,yes,unknown,unknown,unknown,,,,,,"Official Archer site advertised specials but did not expose a parsed exact unit table. Exact unit rows came from Apartments.com live inventory, with RentCafe used to corroborate application fee, deposit, and core unit amenities. No exact unit-level concession amount was isolated.",2026-04-05
archer_hollywood--133,archer_hollywood,133,https://www.apartments.com/archer-hollywood-los-angeles-ca/zrmncdx/,1,1,766,2660,,,2026-04-05,58,,1000,,,,unknown,yes,yes,yes,unknown,unknown,unknown,,,,,,"Official Archer site advertised specials but did not expose a parsed exact unit table. Exact unit rows came from Apartments.com live inventory, with RentCafe used to corroborate application fee, deposit, and core unit amenities. No exact unit-level concession amount was isolated.",2026-04-05
archer_hollywood--239,archer_hollywood,239,https://www.apartments.com/archer-hollywood-los-angeles-ca/zrmncdx/,1,1,766,2670,,,2026-04-05,58,,1000,,,,unknown,yes,yes,yes,unknown,unknown,unknown,,,,,,"Official Archer site advertised specials but did not expose a parsed exact unit table. Exact unit rows came from Apartments.com live inventory, with RentCafe used to corroborate application fee, deposit, and core unit amenities. No exact unit-level concession amount was isolated.",2026-04-05
archer_hollywood--514,archer_hollywood,514,https://www.apartments.com/archer-hollywood-los-angeles-ca/zrmncdx/,1,1,668,2395,,,2026-04-12,58,,1000,,,,unknown,yes,yes,yes,unknown,unknown,unknown,,,,,,"Official Archer site advertised specials but did not expose a parsed exact unit table. Exact unit rows came from Apartments.com live inventory, with RentCafe used to corroborate application fee, deposit, and core unit amenities. No exact unit-level concession amount was isolated.",2026-04-05
archer_hollywood--111,archer_hollywood,111,https://www.apartments.com/archer-hollywood-los-angeles-ca/zrmncdx/,1,1,667,2370,,,2026-04-20,58,,1000,,,,unknown,yes,yes,yes,unknown,unknown,unknown,,,,,,"Official Archer site advertised specials but did not expose a parsed exact unit table. Exact unit rows came from Apartments.com live inventory, with RentCafe used to corroborate application fee, deposit, and core unit amenities. No exact unit-level concession amount was isolated.",2026-04-05
archer_hollywood--323,archer_hollywood,323,https://www.apartments.com/archer-hollywood-los-angeles-ca/zrmncdx/,1,1,855,2995,,,2026-04-17,58,,1000,,,,unknown,yes,yes,yes,unknown,unknown,unknown,,,,,,"Official Archer site advertised specials but did not expose a parsed exact unit table. Exact unit rows came from Apartments.com live inventory, with RentCafe used to corroborate application fee, deposit, and core unit amenities. This is the 1 Bed Den floor plan. No exact unit-level concession amount was isolated.",2026-04-05
argyle_house--1502,argyle_house,1502,https://www.apartments.com/argyle-house-los-angeles-ca/8ybehn2/,0,1,,3060,,12,2026-04-05,50,,,175,75,,unknown,yes,unknown,yes,unknown,unknown,unknown,,,,,,"Official Related Rentals page did not expose exact live unit rows in parsed HTML. Exact currently available studio units came from Apartments.com backup. The only 1BR shown there was unit 0607 at 4000 available 2026-06-01, which is outside the April 20 cutoff.",2026-04-05
argyle_house--1801,argyle_house,1801,https://www.apartments.com/argyle-house-los-angeles-ca/8ybehn2/,0,1,,3200,,12,2026-04-05,50,,,175,75,,unknown,yes,unknown,yes,unknown,unknown,unknown,,,,,,"Official Related Rentals page did not expose exact live unit rows in parsed HTML. Exact currently available studio units came from Apartments.com backup. The only 1BR shown there was unit 0607 at 4000 available 2026-06-01, which is outside the April 20 cutoff.",2026-04-05
argyle_house--1802,argyle_house,1802,https://www.apartments.com/argyle-house-los-angeles-ca/8ybehn2/,0,1,,3287,,12,2026-04-05,50,,,175,75,,unknown,yes,unknown,yes,unknown,unknown,unknown,,,,,,"Official Related Rentals page did not expose exact live unit rows in parsed HTML. Exact currently available studio units came from Apartments.com backup. The only 1BR shown there was unit 0607 at 4000 available 2026-06-01, which is outside the April 20 cutoff.",2026-04-05
avalon-west-hollywood-7316-santa-monica-blvd--001-460,avalon-west-hollywood-7316-santa-monica-blvd,001-460,https://www.avaloncommunities.com/california/west-hollywood-apartments/avalon-west-hollywood/,1,1,772,3135,,15,2026-04-09,61.85,,750,150,55,,unknown,yes,unknown,yes,unknown,unknown,unknown,,,,,,"Official live availability page listed this unit at 3135 on a 15 month lease, available Apr 09. Official page also showed furnished pricing from 4135. Apartments.com confirmed 750 security deposit, 150 covered parking, and 61.85 application fee.",2026-04-05
avalon-west-hollywood-7316-santa-monica-blvd--001-238,avalon-west-hollywood-7316-santa-monica-blvd,001-238,https://www.avaloncommunities.com/california/west-hollywood-apartments/avalon-west-hollywood/,1,1,824,3175,,15,2026-04-06,61.85,,750,150,55,,unknown,yes,unknown,yes,unknown,unknown,unknown,,,,,,"Official live availability page listed this unit at 3175 on a 15 month lease, available Apr 06. Apartments.com marked it as available now; used the official site date because the official site was checked first and showed a specific date.",2026-04-05
avalon-west-hollywood-7316-santa-monica-blvd--001-553,avalon-west-hollywood-7316-santa-monica-blvd,001-553,https://www.avaloncommunities.com/california/west-hollywood-apartments/avalon-west-hollywood/,1,1,726,3205,,15,2026-04-06,61.85,,750,150,55,,unknown,yes,unknown,yes,unknown,unknown,unknown,,,,,,"Official live availability page listed this unit at 3205 on a 15 month lease, available Apr 06. Apartments.com marked it as available now; used the official site date because the official site showed a specific date.",2026-04-05
avalon-west-hollywood-7316-santa-monica-blvd--001-309,avalon-west-hollywood-7316-santa-monica-blvd,001-309,https://www.avaloncommunities.com/california/west-hollywood-apartments/avalon-west-hollywood/,1,1,743,3290,,15,2026-04-06,61.85,,750,150,55,,unknown,yes,unknown,yes,unknown,unknown,unknown,,,,,,"Official live availability page listed this unit at 3290 on a 15 month lease, available Apr 06. Apartments.com surfaced the full A6 floorplan inventory and marked this one as available now; used the official site date because it was more specific.",2026-04-05
avalon-west-hollywood-7316-santa-monica-blvd--001-325,avalon-west-hollywood-7316-santa-monica-blvd,001-325,https://www.apartments.com/avalon-west-hollywood-west-hollywood-ca/wv7mqpk/,1,1,743,3290,,,2026-04-05,61.85,,750,150,55,,unknown,yes,unknown,yes,unknown,unknown,unknown,,,,,,Found on Apartments.com under floor plan A6-743. Apartments.com showed this exact unit as available now. The official site exposed the A6-743 floor plan family but not this specific hidden unit in the initial parsed list.,2026-04-05
avalon-west-hollywood-7316-santa-monica-blvd--001-217,avalon-west-hollywood-7316-santa-monica-blvd,001-217,https://www.apartments.com/avalon-west-hollywood-west-hollywood-ca/wv7mqpk/,1,1,743,3290,,,2026-04-15,61.85,,750,150,55,,unknown,yes,unknown,yes,unknown,unknown,unknown,,,,,,Found on Apartments.com under floor plan A6-743. Apartments.com showed this exact unit as available Apr 15.,2026-04-05
avalon-west-hollywood-7316-santa-monica-blvd--001-113,avalon-west-hollywood-7316-santa-monica-blvd,001-113,https://www.apartments.com/avalon-west-hollywood-west-hollywood-ca/wv7mqpk/,1,1.5,813,4115,,,2026-04-05,61.85,,750,150,55,,unknown,yes,unknown,yes,unknown,unknown,unknown,,,,,,Found on Apartments.com under townhouse floor plan A1TH-813. This is a 1 bedroom townhouse-style unit and still fits the strict studio or 1 bedroom filter.,2026-04-05
columbia-square-living-1550-n-el-centro-ave--NONE,columbia-square-living-1550-n-el-centro-ave,NONE,https://www.columbiasquareliving.com/floor-plans/,,,,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,,,,"No qualifying studio or 1 bedroom units currently listed. The official floor plans page returned no available units under the one bedroom filter, and backup Zillow availability only showed 2 bedroom units 804, 604, 1208, and 1204.",2026-04-05
crescent-at-west-hollywood-1274-n-crescent-heights-blvd--136,crescent-at-west-hollywood-1274-n-crescent-heights-blvd,136,https://www.apartments.com/crescent-at-west-hollywood-west-hollywood-ca/9j9sy56/,1,1,480,2495,,,2026-04-05,,,,,,,unknown,yes,yes,yes,unknown,unknown,unknown,,,,,,"Official floor-plan page showed The Sunset as an active 1 bedroom plan but did not expose exact unit numbers. Apartments.com surfaced the exact unit. Apartments.com marked this as Unit Special, and the official disclosure page advertises 1000 off move-in on select homes, but exact concession eligibility could not be isolated for this unit, so concession_value_total was left blank.",2026-04-05
crescent-at-west-hollywood-1274-n-crescent-heights-blvd--237,crescent-at-west-hollywood-1274-n-crescent-heights-blvd,237,https://www.apartments.com/crescent-at-west-hollywood-west-hollywood-ca/9j9sy56/,1,1,480,2575,,,2026-04-10,,,,,,,unknown,yes,yes,yes,unknown,unknown,unknown,,,,,,"Official floor-plan page showed The Sunset as an active 1 bedroom plan but did not expose exact unit numbers. Apartments.com surfaced the exact unit. Apartments.com marked this as Unit Special, and the official disclosure page advertises 1000 off move-in on select homes, but exact concession eligibility could not be isolated for this unit, so concession_value_total was left blank.",2026-04-05
crescent-at-west-hollywood-1274-n-crescent-heights-blvd--234,crescent-at-west-hollywood-1274-n-crescent-heights-blvd,234,https://www.apartments.com/crescent-at-west-hollywood-west-hollywood-ca/9j9sy56/,1,1,480,2550,,,2026-04-11,,,,,,,unknown,yes,yes,yes,unknown,unknown,unknown,,,,,,"Official floor-plan page showed The Sunset as an active 1 bedroom plan but did not expose exact unit numbers. Apartments.com surfaced the exact unit. Apartments.com marked this as Unit Special, and the official disclosure page advertises 1000 off move-in on select homes, but exact concession eligibility could not be isolated for this unit, so concession_value_total was left blank.",2026-04-05
el-centro-apartments-and-bungalows-6200-hollywood-blvd--3502,el-centro-apartments-and-bungalows-6200-hollywood-blvd,3502,https://www.elcentrohollywood.com/floorplans/los-angeles-CA/el-centro-apartments-and-bungalows/ea10-30705-1/,0,1,577,2254,,15,2026-04-05,,,1000,,,,yes,yes,unknown,unknown,unknown,unknown,unknown,south,,,,,"Official El Centro floor-plan pages expose live unit cards with exact unit numbers, rents, deposits, and availability. The site advertises one month free and a separate look-and-move offer for up to two months free, but both are limited to select units and exact unit-level concession eligibility is not disclosed, so concession_value_total was left blank. EA10 studio. Unit features list Balcony Medium, Built-in Desk, View South, and Full-Size Stackable Washer/Dryer.",2026-04-05
el-centro-apartments-and-bungalows-6200-hollywood-blvd--1521,el-centro-apartments-and-bungalows-6200-hollywood-blvd,1521,https://www.elcentrohollywood.com/floorplans/los-angeles-CA/el-centro-apartments-and-bungalows/ea10-30705-1/,0,1,591,2304,,15,2026-04-05,,,1000,,,,yes,yes,unknown,unknown,unknown,unknown,unknown,courtyard,,,,,"Official El Centro floor-plan pages expose live unit cards with exact unit numbers, rents, deposits, and availability. The site advertises one month free and a separate look-and-move offer for up to two months free, but both are limited to select units and exact unit-level concession eligibility is not disclosed, so concession_value_total was left blank. EA10 studio. Unit features list Balcony Medium, Built-in Desk, View Courtyard, and Full-Size Stackable Washer/Dryer.",2026-04-05
el-centro-apartments-and-bungalows-6200-hollywood-blvd--4415,el-centro-apartments-and-bungalows-6200-hollywood-blvd,4415,https://www.elcentrohollywood.com/floorplans/los-angeles-CA/el-centro-apartments-and-bungalows/ea10-30705-1/,0,1,618,2242,,15,2026-04-05,,,1000,,,,yes,yes,unknown,unknown,unknown,unknown,unknown,south,pool,,,,"Official El Centro floor-plan pages expose live unit cards with exact unit numbers, rents, deposits, and availability. The site advertises one month free and a separate look-and-move offer for up to two months free, but both are limited to select units and exact unit-level concession eligibility is not disclosed, so concession_value_total was left blank. EA10 studio. Unit features list Balcony Large, View of Pool, View South, and Full-Size Stackable Washer/Dryer.",2026-04-05
el-centro-apartments-and-bungalows-6200-hollywood-blvd--1523,el-centro-apartments-and-bungalows-6200-hollywood-blvd,1523,https://www.elcentrohollywood.com/floorplans/los-angeles-CA/el-centro-apartments-and-bungalows/ea10-30705-1/,0,1,684,2214,,15,2026-04-05,,,1000,,,,yes,yes,unknown,unknown,unknown,unknown,unknown,courtyard,,,,,"Official El Centro floor-plan pages expose live unit cards with exact unit numbers, rents, deposits, and availability. The site advertises one month free and a separate look-and-move offer for up to two months free, but both are limited to select units and exact unit-level concession eligibility is not disclosed, so concession_value_total was left blank. EA10 studio. Unit features list Balcony Medium, View Courtyard, Large Closet, and Full-Size Stackable Washer/Dryer.",2026-04-05
el-centro-apartments-and-bungalows-6200-hollywood-blvd--1528,el-centro-apartments-and-bungalows-6200-hollywood-blvd,1528,https://www.elcentrohollywood.com/floorplans/los-angeles-CA/el-centro-apartments-and-bungalows/ea10-30705-1/,0,1,634,2324,,15,2026-04-05,,,1000,,,,yes,yes,unknown,unknown,unknown,unknown,unknown,south,,,,,"Official El Centro floor-plan pages expose live unit cards with exact unit numbers, rents, deposits, and availability. The site advertises one month free and a separate look-and-move offer for up to two months free, but both are limited to select units and exact unit-level concession eligibility is not disclosed, so concession_value_total was left blank. EA10 studio. Unit features list Balcony Medium, View South, Large Closet, and Full-Size Stackable Washer/Dryer.",2026-04-05
el-centro-apartments-and-bungalows-6200-hollywood-blvd--3116,el-centro-apartments-and-bungalows-6200-hollywood-blvd,3116,https://www.elcentrohollywood.com/floorplans/los-angeles-CA/el-centro-apartments-and-bungalows/lw10-30708-1/,0,1,1530,3719,,15,2026-04-05,,,1000,,,,unknown,yes,unknown,unknown,unknown,unknown,unknown,,,,,,"Official El Centro floor-plan pages expose live unit cards with exact unit numbers, rents, deposits, and availability. The site advertises one month free and a separate look-and-move offer for up to two months free, but both are limited to select units and exact unit-level concession eligibility is not disclosed, so concession_value_total was left blank. LW10 live-work studio. Unit features list Large Closet, XL SqFt, Extra Sqft, and Full-Size Stackable Washer/Dryer.",2026-04-05
el-centro-apartments-and-bungalows-6200-hollywood-blvd--3114,el-centro-apartments-and-bungalows-6200-hollywood-blvd,3114,https://www.elcentrohollywood.com/floorplans/los-angeles-CA/el-centro-apartments-and-bungalows/lw10-30708-1/,0,1,1007,3131,,24,2026-04-05,,,1000,,,,unknown,yes,unknown,unknown,unknown,unknown,unknown,,,,,,"Official El Centro floor-plan pages expose live unit cards with exact unit numbers, rents, deposits, and availability. The site advertises one month free and a separate look-and-move offer for up to two months free, but both are limited to select units and exact unit-level concession eligibility is not disclosed, so concession_value_total was left blank. LW10 live-work studio. Unit features list Full-Size Stackable Washer/Dryer and hardwood floor.",2026-04-05
el-centro-apartments-and-bungalows-6200-hollywood-blvd--1445,el-centro-apartments-and-bungalows-6200-hollywood-blvd,1445,https://www.elcentrohollywood.com/floorplans/los-angeles-CA/el-centro-apartments-and-bungalows/1a10-30682-1/,1,1,689,2561,,15,2026-04-05,,,1000,,,,yes,yes,unknown,unknown,unknown,unknown,unknown,courtyard,,,,,"Official El Centro floor-plan pages expose live unit cards with exact unit numbers, rents, deposits, and availability. The site advertises one month free and a separate look-and-move offer for up to two months free, but both are limited to select units and exact unit-level concession eligibility is not disclosed, so concession_value_total was left blank. 1A10 one-bedroom. Unit features list View Courtyard, Juliet Balcony, and Full-Size Stackable Washer/Dryer.",2026-04-05
el-centro-apartments-and-bungalows-6200-hollywood-blvd--1415,el-centro-apartments-and-bungalows-6200-hollywood-blvd,1415,https://www.elcentrohollywood.com/floorplans/los-angeles-CA/el-centro-apartments-and-bungalows/1a10-30682-1/,1,1,689,2551,,15,2026-04-20,,,1000,,,,unknown,yes,unknown,unknown,unknown,unknown,unknown,courtyard,,,,,"Official El Centro floor-plan pages expose live unit cards with exact unit numbers, rents, deposits, and availability. The site advertises one month free and a separate look-and-move offer for up to two months free, but both are limited to select units and exact unit-level concession eligibility is not disclosed, so concession_value_total was left blank. 1A10 one-bedroom. Available 04/20/2026. Unit features list View Courtyard and Full-Size Stackable Washer/Dryer.",2026-04-05
el-centro-apartments-and-bungalows-6200-hollywood-blvd--4413,el-centro-apartments-and-bungalows-6200-hollywood-blvd,4413,https://www.elcentrohollywood.com/floorplans/los-angeles-CA/el-centro-apartments-and-bungalows/1a10-30682-1/,1,1,689,2601,,15,2026-04-20,,,1000,,,,unknown,yes,unknown,unknown,unknown,unknown,unknown,pool,pool,,,,"Official El Centro floor-plan pages expose live unit cards with exact unit numbers, rents, deposits, and availability. The site advertises one month free and a separate look-and-move offer for up to two months free, but both are limited to select units and exact unit-level concession eligibility is not disclosed, so concession_value_total was left blank. 1A10 one-bedroom. Available 04/20/2026. Unit features list Dim Unit, View of Pool, and Full-Size Stackable Washer/Dryer.",2026-04-05
el-centro-apartments-and-bungalows-6200-hollywood-blvd--4303,el-centro-apartments-and-bungalows-6200-hollywood-blvd,4303,https://www.elcentrohollywood.com/floorplans/los-angeles-CA/el-centro-apartments-and-bungalows/1b10-30685-1/,1,1,714,2766,,15,2026-04-05,,,1000,,,,yes,yes,unknown,unknown,unknown,unknown,unknown,pool,pool,,,,"Official El Centro floor-plan pages expose live unit cards with exact unit numbers, rents, deposits, and availability. The site advertises one month free and a separate look-and-move offer for up to two months free, but both are limited to select units and exact unit-level concession eligibility is not disclosed, so concession_value_total was left blank. 1B10 one-bedroom. Unit features list Balcony Large, View of Pool, and Full-Size Stackable Washer/Dryer.",2026-04-05
el-centro-apartments-and-bungalows-6200-hollywood-blvd--1308,el-centro-apartments-and-bungalows-6200-hollywood-blvd,1308,https://www.elcentrohollywood.com/floorplans/los-angeles-CA/el-centro-apartments-and-bungalows/1b10-30685-1/,1,1,732,2696,,15,2026-04-05,,,1000,,,,yes,yes,unknown,unknown,unknown,unknown,unknown,north,Hollywood Blvd / Pantages area,,,,"Official El Centro floor-plan pages expose live unit cards with exact unit numbers, rents, deposits, and availability. The site advertises one month free and a separate look-and-move offer for up to two months free, but both are limited to select units and exact unit-level concession eligibility is not disclosed, so concession_value_total was left blank. 1B10 one-bedroom. Unit features list View Hollywood Blvd, View - Pantages Theater, View - Capital Records, View North, Balcony Medium, Juliet Balcony, and Full-Size Stackable Washer/Dryer.",2026-04-05
el-centro-apartments-and-bungalows-6200-hollywood-blvd--2536,el-centro-apartments-and-bungalows-6200-hollywood-blvd,2536,https://www.elcentrohollywood.com/floorplans/los-angeles-CA/el-centro-apartments-and-bungalows/1b10-30685-1/,1,1,702,2641,,15,2026-04-05,,,1000,,,,yes,yes,unknown,unknown,unknown,unknown,unknown,,,,,,"Official El Centro floor-plan pages expose live unit cards with exact unit numbers, rents, deposits, and availability. The site advertises one month free and a separate look-and-move offer for up to two months free, but both are limited to select units and exact unit-level concession eligibility is not disclosed, so concession_value_total was left blank. 1B10 one-bedroom. Unit features list Balcony Medium, Floor 5, and Full-Size Stackable Washer/Dryer.",2026-04-05
el-centro-apartments-and-bungalows-6200-hollywood-blvd--1546,el-centro-apartments-and-bungalows-6200-hollywood-blvd,1546,https://www.elcentrohollywood.com/floorplans/los-angeles-CA/el-centro-apartments-and-bungalows/1b10-30685-1/,1,1,673,2539,,15,2026-04-05,,,1000,,,,yes,yes,unknown,unknown,unknown,unknown,unknown,,,,,,"Official El Centro floor-plan pages expose live unit cards with exact unit numbers, rents, deposits, and availability. The site advertises one month free and a separate look-and-move offer for up to two months free, but both are limited to select units and exact unit-level concession eligibility is not disclosed, so concession_value_total was left blank. 1B10 one-bedroom. Unit features list Corner Windows, Juliet Balcony, and Full-Size Stackable Washer/Dryer.",2026-04-05
el-centro-apartments-and-bungalows-6200-hollywood-blvd--3304,el-centro-apartments-and-bungalows-6200-hollywood-blvd,3304,https://www.elcentrohollywood.com/floorplans/los-angeles-CA/el-centro-apartments-and-bungalows/1b10-30685-1/,1,1,800,2535,,15,2026-04-05,,,1000,,,,yes,yes,unknown,unknown,unknown,unknown,unknown,south,,,,,"Official El Centro floor-plan pages expose live unit cards with exact unit numbers, rents, deposits, and availability. The site advertises one month free and a separate look-and-move offer for up to two months free, but both are limited to select units and exact unit-level concession eligibility is not disclosed, so concession_value_total was left blank. 1B10 one-bedroom. Unit features list Balcony Extra Large, View - Vista Del Mar Tree Scape, View South, and Full-Size Stackable Washer/Dryer.",2026-04-05
el-centro-apartments-and-bungalows-6200-hollywood-blvd--2521,el-centro-apartments-and-bungalows-6200-hollywood-blvd,2521,https://www.elcentrohollywood.com/floorplans/los-angeles-CA/el-centro-apartments-and-bungalows/1c10-30688-1/,1,1,785,2931,,15,2026-04-05,,,1000,,,,yes,yes,unknown,unknown,unknown,unknown,unknown,north,,,,,"Official El Centro floor-plan pages expose live unit cards with exact unit numbers, rents, deposits, and availability. The site advertises one month free and a separate look-and-move offer for up to two months free, but both are limited to select units and exact unit-level concession eligibility is not disclosed, so concession_value_total was left blank. 1C10 one-bedroom. Unit features list Balcony Medium, View Courtyard, View North, and Full-Size Stackable Washer/Dryer.",2026-04-05
el-centro-apartments-and-bungalows-6200-hollywood-blvd--3412,el-centro-apartments-and-bungalows-6200-hollywood-blvd,3412,https://www.elcentrohollywood.com/floorplans/los-angeles-CA/el-centro-apartments-and-bungalows/1c10-30688-1/,1,1,781,3081,,15,2026-04-13,,,1000,,,,yes,yes,unknown,unknown,unknown,unknown,unknown,,,,,,"Official El Centro floor-plan pages expose live unit cards with exact unit numbers, rents, deposits, and availability. The site advertises one month free and a separate look-and-move offer for up to two months free, but both are limited to select units and exact unit-level concession eligibility is not disclosed, so concession_value_total was left blank. 1C10 one-bedroom. Available 04/13/2026. Unit features list Balcony Large, Corner Windows, and Full-Size Stackable Washer/Dryer.",2026-04-05
